Price,Returns,Volatility,Momentum,Intraday_Range
Ticker,,,,
Date,,,,
2000-02-02,-0.00011356385074743024,0.257009116537865,-0.3863001504058229,0.012149423169432592
2000-02-03,0.011185347697919614,0.2208920000687636,0.21711412606046876,0.019130234549556195
2000-02-04,-0.00042113303572190804,0.22089950769592182,0.189016474092775,0.010727570328816048
2000-02-07,-9.12760143166444e-05,0.22091700717653825,0.1764585010402914,0.009703468835403751
2000-02-08,0.01219849367259354,0.2044661103243028,0.0020810283529663146,0.012200681254164701
2000-02-09,-0.02103511705975112,0.21262025098282328,-0.38387427484172054,0.0233050876769432
2000-02-10,0.00362024285277645,0.20897165521094072,-0.18264843914156936,0.011059846531361146
2000-02-11,-0.021192298989189638,0.22047321370201836,-0.3842037908685284,0.027351592897372035
2000-02-14,0.0020308868535491302,0.2153352820130684,-0.5049880906109421,0.010360177432913757
2000-02-15,0.008674947553079746,0.21400372564752979,-0.5282658819420755,0.02244568282667836
2000-02-16,-0.010309372816680578,0.21530205152287676,-0.5697121520214207,0.013670463563156014
2000-02-17,0.0004250581374747612,0.2152864998913641,-0.5708773368551908,0.014269703408869685
2000-02-18,-0.03084710308169203,0.23665715662469458,-0.8555952229971597,0.032144968486471914
2000-02-22,0.004506673481115292,0.23823812279833897,-0.7665163236163333,0.019398433345126562
2000-02-23,0.006281139106337607,0.22199899673637374,-0.3548716435987726,0.020335304247723018
2000-02-24,-0.005349730316245383,0.2206833990510827,-0.49162621063020373,0.025801144174068005
2000-02-25,-0.014940089385435541,0.22515133596991038,-0.6202478460554197,0.024741998107642806
2000-02-28,0.010957078745980514,0.22978412456208994,-0.44140845280986374,0.02651978688111608
2000-02-29,0.013535073096645703,0.21480650067482332,0.05510217710668167,0.015793061694542285
2000-03-01,0.009302114728482016,0.1983855835041437,-0.13213065250102987,0.012355018319531286
2000-03-02,0.0018617281349938522,0.1945037523671334,-0.23665080586598453,0.011731474998007842
2000-03-03,0.019642853797381482,0.20718711413958107,0.0004262059115624356,0.02066464245554002
2000-03-06,-0.012776701994211102,0.2075174167198592,-0.28711839039400616,0.01796186943544675
2000-03-07,-0.025965297120289534,0.22456891797901224,-0.5936483594088177,0.036308088461671106
2000-03-08,0.008140128606934442,0.2274071099603536,-0.4948715039538046,0.019880035791334873
2000-03-09,0.025279570403423504,0.24173510993011885,-0.337898583183845,0.03134783243301804
2000-03-10,-0.004734054939684533,0.23137506730411653,-0.14228583774304598,0.0153325750478216
2000-03-13,-0.008241305233129576,0.23231847572099062,-0.2846244147739183,0.024248022539803956
2000-03-14,-0.017843727175416074,0.22893983210724048,-0.24444155300863551,0.026487142223699557
2000-03-15,0.023982619773033384,0.24465492979715053,0.018979242025175536,0.029451060646621733
2000-03-16,0.04654577885905088,0.29201618011978786,0.47342921769682916,0.04547227411003177
2000-03-17,0.004105461314759303,0.28868588352215424,0.6464072272741077,0.01639501679511889
2000-03-20,-0.005367830413634725,0.28992177603181135,0.5768925646607939,0.014972957113776221
2000-03-21,0.025244513080495853,0.27380894071194883,1.2499919586070485,0.03203758393166475
2000-03-22,0.004521628609461416,0.2738086334380944,1.250171420147202,0.01182828648225696
2000-03-23,0.017642498044501166,0.2773050634190117,1.3865077274051647,0.026261162138805222
2000-03-24,7.200798340682352e-05,0.2752602242170085,1.4515685870009911,0.023594752061703746
2000-03-27,-0.002359619652895298,0.26665491551181086,1.6025342237914741,0.010611239943794433
2000-03-28,-0.010641384406600805,0.27239725068435844,1.3433526659604984,0.013444064782042799
2000-03-29,0.0005238551715322017,0.27118575352032354,1.1872180508591363,0.01590963307696615
2000-03-30,-0.013749849620433678,0.27794156512495366,0.9105944786721478,0.02873138255913652
2000-03-31,0.007138762685515928,0.27812358740022464,0.9739188932784129,0.02364241798897019
2000-04-03,0.004919225661762653,0.2722130045573308,0.797235355650987,0.013433189812745595
2000-04-04,-0.0074916139480272976,0.2689091012586009,0.8606564122051926,0.07361859227422386
2000-04-05,-0.004936119081060472,0.2490963745715517,1.1130065486759415,0.019161338532820496
2000-04-06,0.009348563512982749,0.2493590097814131,1.127507767548521,0.01624549749137672
2000-04-07,0.009948095294857916,0.23866788389674062,0.9435300662457339,0.011435412780565096
2000-04-10,-0.007872111321383407,0.2403143297053011,0.9058733896653474,0.01584619493991498
2000-04-11,-0.002575662535388924,0.23758427962265324,0.9738611020382351,0.017339859737783795
2000-04-12,-0.022522936175410978,0.24345180626793048,0.9177105940382962,0.02926036543465931
2000-04-13,-0.018338180821660742,0.24303934696581164,0.4098609869019669,0.026504538984182067
2000-04-14,-0.060045097522022965,0.2734046312736661,-0.8692295296709194,0.07453410168686234
2000-04-17,0.03254811081334026,0.2997879787151024,-0.5279177356879478,0.039266776742252756
2000-04-18,0.028260296800704302,0.317284537634098,-0.12438020911587948,0.03038264662625176
2000-04-19,-0.00985690838193474,0.3044470759947395,-0.5455972666650466,0.016413607376331834
2000-04-20,0.004940641519006726,0.30456646994789477,-0.5405691117505029,0.009347967860451787
2000-04-24,-0.0032677404242178448,0.29594044297151073,-0.791491973375131,0.019169733023159007
2000-04-25,0.0327342935409904,0.32097835950010983,-0.3995445466841281,0.03236006909914974
2000-04-26,-0.011196539243597151,0.3227020162947179,-0.5055875817725504,0.017768746610875446
2000-04-27,0.0026863820339736388,0.3215088904122848,-0.345654384485657,0.023482443622727982
2000-04-28,-0.008562610676304283,0.322373546488927,-0.4546919746596948,0.01753610828834724
2000-05-01,0.010833162628904172,0.3221435186739972,-0.15969582766764062,0.019805861436872126
2000-05-02,-0.015069531532927793,0.32456908034476223,-0.4261953582889653,0.01592352064583346
2000-05-03,-0.02180150116391077,0.3308501302131609,-0.7468440801970464,0.033870436391670165
2000-05-04,-0.0039155274882096275,0.3304651610728096,-0.7039310426792343,0.011386486261557674
2000-05-05,0.016227264098328115,0.33680725480408313,-0.44997044452657126,0.021603675154576413
2000-05-08,-0.005922700590194449,0.33459354564962984,-0.6332256137646977,0.010939674037467512
2000-05-09,-0.008482924072715453,0.33202659833322307,-0.854397846175578,0.020132602586164495
2000-05-10,-0.020815054047135646,0.337214533739323,-1.0097131588846049,0.02675246642834838
2000-05-11,0.01774410644515053,0.34554476214927926,-0.7658759311181315,0.019327863706755873
2000-05-12,0.009297324968961716,0.3404821407657579,-0.38403279738565915,0.015707653208142876
2000-05-15,0.021857137432581965,0.3439251900997095,0.0983110216652533,0.024683946092923754
2000-05-16,0.009375105396318107,0.2653107503096842,0.9313534566853463,0.013396642741760896
2000-05-17,-0.012519718264096237,0.24898859566327247,0.3905395077561082,0.016832431478996705
2000-05-18,-0.007341489575181015,0.23074099733358613,-0.03668192875451563,0.014924801403544057
